t=0, n=9, m=9, rp=2 ---------> 1.04784e-309
t=1, n=9, m=9, rp=2 ---------> 0
t=0, n=10, m=9, rp=2 ---------> 1.04784e-309
t=1, n=10, m=9, rp=2 ---------> 0
t=0, n=11, m=9, rp=2 ---------> 1.04784e-309
t=1, n=11, m=9, rp=2 ---------> 0
t=0, n=12, m=9, rp=2 ---------> 1.04784e-309
t=1, n=12, m=9, rp=2 ---------> 0
t=0, n=13, m=9, rp=2 ---------> 1.04784e-309
t=1, n=13, m=9, rp=2 ---------> 0
t=0, n=14, m=9, rp=2 ---------> 1.04784e-309
t=1, n=14, m=9, rp=2 ---------> 0
t=0, n=15, m=9, rp=2 ---------> 1.04784e-309
t=1, n=15, m=9, rp=2 ---------> 0
t=0, n=16, m=9, rp=2 ---------> 1.04784e-309
t=1, n=16, m=9, rp=2 ---------> 0
t=0, n=17, m=9, rp=2 ---------> 1.04784e-309
t=1, n=17, m=9, rp=2 ---------> 0
t=0, n=18, m=9, rp=2 ---------> 1.04784e-309
t=1, n=18, m=9, rp=2 ---------> 0
t=0, n=19, m=9, rp=2 ---------> 1.04784e-309
t=1, n=19, m=9, rp=2 ---------> 0
t=0, n=20, m=9, rp=2 ---------> 1.04784e-309
t=1, n=20, m=9, rp=2 ---------> 0
t=0, n=21, m=9, rp=2 ---------> 1.04784e-309
t=1, n=21, m=9, rp=2 ---------> 0
t=0, n=22, m=9, rp=2 ---------> 0
t=1, n=22, m=9, rp=2 ---------> 0
t=0, n=23, m=9, rp=2 ---------> 1.04784e-309
t=1, n=23, m=9, rp=2 ---------> 0
t=0, n=24, m=9, rp=2 ---------> 1.04784e-309
t=1, n=24, m=9, rp=2 ---------> 0
t=0, n=25, m=9, rp=2 ---------> 1.04784e-309
t=1, n=25, m=9, rp=2 ---------> 0
t=0, n=26, m=9, rp=2 ---------> 1.04784e-309
t=1, n=26, m=9, rp=2 ---------> 0
t=0, n=27, m=9, rp=2 ---------> 1.04784e-309
t=1, n=27, m=9, rp=2 ---------> 0
t=0, n=28, m=9, rp=2 ---------> 1.04784e-309
t=1, n=28, m=9, rp=2 ---------> 0
t=0, n=29, m=9, rp=2 ---------> 1.04784e-309
t=1, n=29, m=9, rp=2 ---------> 0
t=0, n=30, m=9, rp=2 ---------> 1.04784e-309
t=1, n=30, m=9, rp=2 ---------> 0
t=0, n=31, m=9, rp=2 ---------> 1.04784e-309
t=1, n=31, m=9, rp=2 ---------> 0
t=0, n=32, m=9, rp=2 ---------> 1.04784e-309
t=1, n=32, m=9, rp=2 ---------> 0
t=0, n=33, m=9, rp=2 ---------> 1.04784e-309
t=1, n=33, m=9, rp=2 ---------> 0
t=0, n=34, m=9, rp=2 ---------> 1.04784e-309
t=1, n=34, m=9, rp=2 ---------> 0
t=0, n=35, m=9, rp=2 ---------> 1.04784e-309
t=1, n=35, m=9, rp=2 ---------> 0
t=0, n=36, m=9, rp=2 ---------> 1.04784e-309
t=1, n=36, m=9, rp=2 ---------> 0
t=0, n=37, m=9, rp=2 ---------> 1.04784e-309
t=1, n=37, m=9, rp=2 ---------> 0
t=0, n=38, m=9, rp=2 ---------> 1.04784e-309
t=1, n=38, m=9, rp=2 ---------> 0
t=0, n=39, m=9, rp=2 ---------> 1.04784e-309
t=1, n=39, m=9, rp=2 ---------> 0
t=0, n=40, m=9, rp=2 ---------> 1.04784e-309
t=1, n=40, m=9, rp=2 ---------> 0
t=0, n=41, m=9, rp=2 ---------> 1.04784e-309
t=1, n=41, m=9, rp=2 ---------> 0
t=0, n=42, m=9, rp=2 ---------> 1.04784e-309
t=1, n=42, m=9, rp=2 ---------> 0
t=0, n=43, m=9, rp=2 ---------> 1.04784e-309
t=1, n=43, m=9, rp=2 ---------> 0
t=0, n=44, m=9, rp=2 ---------> -4.07629e+10
t=1, n=44, m=9, rp=2 ---------> -2.11278e+10
t=0, n=45, m=9, rp=2 ---------> -4.79833e+10
t=1, n=45, m=9, rp=2 ---------> -2.0942e+10
t=0, n=0, m=10, rp=2 ---------> 1.04784e-309
t=1, n=0, m=10, rp=2 ---------> 0
t=0, n=1, m=10, rp=2 ---------> 1.04784e-309
t=1, n=1, m=10, rp=2 ---------> 0
t=0, n=2, m=10, rp=2 ---------> 1.04784e-309
t=1, n=2, m=10, rp=2 ---------> 0
t=0, n=3, m=10, rp=2 ---------> 1.04784e-309
t=1, n=3, m=10, rp=2 ---------> 0
t=0, n=4, m=10, rp=2 ---------> 1.04784e-309
t=1, n=4, m=10, rp=2 ---------> 0
t=0, n=5, m=10, rp=2 ---------> 1.04784e-309
t=1, n=5, m=10, rp=2 ---------> 0
t=0, n=6, m=10, rp=2 ---------> 1.04784e-309
t=1, n=6, m=10, rp=2 ---------> 0
t=0, n=7, m=10, rp=2 ---------> 1.04784e-309
t=1, n=7, m=10, rp=2 ---------> 0
t=0, n=8, m=10, rp=2 ---------> 1.04784e-309
t=1, n=8, m=10, rp=2 ---------> 0
t=0, n=9, m=10, rp=2 ---------> 1.04784e-309
t=1, n=9, m=10, rp=2 ---------> 0
t=0, n=10, m=10, rp=2 ---------> 1.04784e-309
t=1, n=10, m=10, rp=2 ---------> 0
t=0, n=11, m=10, rp=2 ---------> 1.04784e-309
t=1, n=11, m=10, rp=2 ---------> 0
t=0, n=12, m=10, rp=2 ---------> 1.04784e-309
t=1, n=12, m=10, rp=2 ---------> 0
t=0, n=13, m=10, rp=2 ---------> 1.04784e-309
t=1, n=13, m=10, rp=2 ---------> 0
t=0, n=14, m=10, rp=2 ---------> 1.04784e-309
t=1, n=14, m=10, rp=2 ---------> 0
t=0, n=15, m=10, rp=2 ---------> 1.04784e-309
t=1, n=15, m=10, rp=2 ---------> 0
t=0, n=16, m=10, rp=2 ---------> 1.04784e-309
t=1, n=16, m=10, rp=2 ---------> 0
t=0, n=17, m=10, rp=2 ---------> 1.04784e-309
t=1, n=17, m=10, rp=2 ---------> 0
t=0, n=18, m=10, rp=2 ---------> 1.04784e-309
t=1, n=18, m=10, rp=2 ---------> 0
t=0, n=19, m=10, rp=2 ---------> 1.04784e-309
t=1, n=19, m=10, rp=2 ---------> 0
t=0, n=20, m=10, rp=2 ---------> 1.04784e-309
t=1, n=20, m=10, rp=2 ---------> 0
t=0, n=21, m=10, rp=2 ---------> 1.04784e-309
t=1, n=21, m=10, rp=2 ---------> 0
t=0, n=22, m=10, rp=2 ---------> 0
t=1, n=22, m=10, rp=2 ---------> 0
t=0, n=23, m=10, rp=2 ---------> 1.04784e-309
t=1, n=23, m=10, rp=2 ---------> 0
t=0, n=24, m=10, rp=2 ---------> 1.04784e-309
t=1, n=24, m=10, rp=2 ---------> 0
t=0, n=25, m=10, rp=2 ---------> 1.04784e-309
t=1, n=25, m=10, rp=2 ---------> 0
t=0, n=26, m=10, rp=2 ---------> 1.04784e-309
t=1, n=26, m=10, rp=2 ---------> 0
t=0, n=27, m=10, rp=2 ---------> 1.04784e-309
t=1, n=27, m=10, rp=2 ---------> 0
t=0, n=28, m=10, rp=2 ---------> 1.04784e-309
t=1, n=28, m=10, rp=2 ---------> 0
t=0, n=29, m=10, rp=2 ---------> 1.04784e-309
t=1, n=29, m=10, rp=2 ---------> 0
t=0, n=30, m=10, rp=2 ---------> 1.04784e-309
t=1, n=30, m=10, rp=2 ---------> 0
t=0, n=31, m=10, rp=2 ---------> 1.04784e-309
t=1, n=31, m=10, rp=2 ---------> 0
t=0, n=32, m=10, rp=2 ---------> 1.04784e-309
t=1, n=32, m=10, rp=2 ---------> 0
t=0, n=33, m=10, rp=2 ---------> 1.04784e-309
t=1, n=33, m=10, rp=2 ---------> 0
t=0, n=34, m=10, rp=2 ---------> 1.04784e-309
t=1, n=34, m=10, rp=2 ---------> 0
t=0, n=35, m=10, rp=2 ---------> 1.04784e-309
t=1, n=35, m=10, rp=2 ---------> 0
t=0, n=36, m=10, rp=2 ---------> 1.04784e-309
t=1, n=36, m=10, rp=2 ---------> 0
t=0, n=37, m=10, rp=2 ---------> 1.04784e-309
t=1, n=37, m=10, rp=2 ---------> 0
t=0, n=38, m=10, rp=2 ---------> 1.04784e-309
t=1, n=38, m=10, rp=2 ---------> 0
t=0, n=39, m=10, rp=2 ---------> 1.04784e-309
t=1, n=39, m=10, rp=2 ---------> 0
t=0, n=40, m=10, rp=2 ---------> 1.04784e-309
t=1, n=40, m=10, rp=2 ---------> 0
t=0, n=41, m=10, rp=2 ---------> 1.04784e-309
t=1, n=41, m=10, rp=2 ---------> 0
t=0, n=42, m=10, rp=2 ---------> 1.04784e-309
t=1, n=42, m=10, rp=2 ---------> 0
t=0, n=43, m=10, rp=2 ---------> 1.04784e-309
t=1, n=43, m=10, rp=2 ---------> 0
t=0, n=44, m=10, rp=2 ---------> -1.44938e+10
t=1, n=44, m=10, rp=2 ---------> -2.07278e+10
t=0, n=45, m=10, rp=2 ---------> -1.16309e+10
t=1, n=45, m=10, rp=2 ---------> -5.61364e+10
t=0, n=0, m=11, rp=2 ---------> 1.04784e-309
t=1, n=0, m=11, rp=2 ---------> 0
t=0, n=1, m=11, rp=2 ---------> 1.04784e-309
t=1, n=1, m=11, rp=2 ---------> 0
t=0, n=2, m=11, rp=2 ---------> 1.04784e-309
t=1, n=2, m=11, rp=2 ---------> 0
t=0, n=3, m=11, rp=2 ---------> 1.04784e-309
t=1, n=3, m=11, rp=2 ---------> 0
t=0, n=4, m=11, rp=2 ---------> 1.04784e-309
t=1, n=4, m=11, rp=2 ---------> 0
t=0, n=5, m=11, rp=2 ---------> 1.04784e-309
t=1, n=5, m=11, rp=2 ---------> 0
t=0, n=6, m=11, rp=2 ---------> 1.04784e-309
t=1, n=6, m=11, rp=2 ---------> 0
t=0, n=7, m=11, rp=2 ---------> 1.04784e-309
t=1, n=7, m=11, rp=2 ---------> 0
t=0, n=8, m=11, rp=2 ---------> 1.04784e-309
t=1, n=8, m=11, rp=2 ---------> 0
t=0, n=9, m=11, rp=2 ---------> 1.04784e-309
t=1, n=9, m=11, rp=2 ---------> 0
t=0, n=10, m=11, rp=2 ---------> 1.04784e-309
t=1, n=10, m=11, rp=2 ---------> 0
t=0, n=11, m=11, rp=2 ---------> 1.04784e-309
t=1, n=11, m=11, rp=2 ---------> 0
t=0, n=12, m=11, rp=2 ---------> 1.04784e-309
t=1, n=12, m=11, rp=2 ---------> 0
t=0, n=13, m=11, rp=2 ---------> 1.04784e-309
t=1, n=13, m=11, rp=2 ---------> 0
t=0, n=14, m=11, rp=2 ---------> 1.04784e-309
t=1, n=14, m=11, rp=2 ---------> 0
t=0, n=15, m=11, rp=2 ---------> 1.04784e-309
t=1, n=15, m=11, rp=2 ---------> 0
t=0, n=16, m=11, rp=2 ---------> 1.04784e-309
t=1, n=16, m=11, rp=2 ---------> 0
t=0, n=17, m=11, rp=2 ---------> 1.04784e-309
t=1, n=17, m=11, rp=2 ---------> 0
t=0, n=18, m=11, rp=2 ---------> 1.04784e-309
t=1, n=18, m=11, rp=2 ---------> 0
t=0, n=19, m=11, rp=2 ---------> 1.04784e-309
t=1, n=19, m=11, rp=2 ---------> 0
t=0, n=20, m=11, rp=2 ---------> 1.04784e-309
t=1, n=20, m=11, rp=2 ---------> 0
t=0, n=21, m=11, rp=2 ---------> 1.04784e-309
t=1, n=21, m=11, rp=2 ---------> 0
t=0, n=22, m=11, rp=2 ---------> 0
t=1, n=22, m=11, rp=2 ---------> 0
t=0, n=23, m=11, rp=2 ---------> 1.04784e-309
t=1, n=23, m=11, rp=2 ---------> 0
t=0, n=24, m=11, rp=2 ---------> 1.04784e-309
t=1, n=24, m=11, rp=2 ---------> 0
t=0, n=25, m=11, rp=2 ---------> 1.04784e-309
t=1, n=25, m=11, rp=2 ---------> 0
t=0, n=26, m=11, rp=2 ---------> 1.04784e-309
t=1, n=26, m=11, rp=2 ---------> 0
t=0, n=27, m=11, rp=2 ---------> 1.04784e-309
t=1, n=27, m=11, rp=2 ---------> 0
t=0, n=28, m=11, rp=2 ---------> 1.04784e-309
t=1, n=28, m=11, rp=2 ---------> 0
t=0, n=29, m=11, rp=2 ---------> 1.04784e-309
t=1, n=29, m=11, rp=2 ---------> 0
t=0, n=30, m=11, rp=2 ---------> 1.04784e-309
t=1, n=30, m=11, rp=2 ---------> 0
t=0, n=31, m=11, rp=2 ---------> 1.04784e-309
t=1, n=31, m=11, rp=2 ---------> 0
t=0, n=32, m=11, rp=2 ---------> 1.04784e-309
t=1, n=32, m=11, rp=2 ---------> 0
t=0, n=33, m=11, rp=2 ---------> 1.04784e-309
t=1, n=33, m=11, rp=2 ---------> 0
t=0, n=34, m=11, rp=2 ---------> 1.04784e-309
t=1, n=34, m=11, rp=2 ---------> 0
t=0, n=35, m=11, rp=2 ---------> 1.04784e-309
t=1, n=35, m=11, rp=2 ---------> 0
t=0, n=36, m=11, rp=2 ---------> 1.04784e-309
t=1, n=36, m=11, rp=2 ---------> 0
t=0, n=37, m=11, rp=2 ---------> 1.04784e-309
t=1, n=37, m=11, rp=2 ---------> 0
t=0, n=38, m=11, rp=2 ---------> 1.04784e-309
t=1, n=38, m=11, rp=2 ---------> 0
t=0, n=39, m=11, rp=2 ---------> 1.04784e-309
t=1, n=39, m=11, rp=2 ---------> 0
t=0, n=40, m=11, rp=2 ---------> 1.04784e-309
t=1, n=40, m=11, rp=2 ---------> 0
t=0, n=41, m=11, rp=2 ---------> 1.04784e-309
t=1, n=41, m=11, rp=2 ---------> 0
t=0, n=42, m=11, rp=2 ---------> 1.04784e-309
t=1, n=42, m=11, rp=2 ---------> 0
t=0, n=43, m=11, rp=2 ---------> 1.04784e-309
t=1, n=43, m=11, rp=2 ---------> 0
t=0, n=44, m=11, rp=2 ---------> -1.92367e+10
t=1, n=44, m=11, rp=2 ---------> -2.94867e+10
t=0, n=45, m=11, rp=2 ---------> -1.86713e+10
t=1, n=45, m=11, rp=2 ---------> -9.55334e+10
t=0, n=0, m=12, rp=2 ---------> 1.04784e-309
t=1, n=0, m=12, rp=2 ---------> 0
t=0, n=1, m=12, rp=2 ---------> 1.04784e-309
t=1, n=1, m=12, rp=2 ---------> 0
t=0, n=2, m=12, rp=2 ---------> 1.04784e-309
t=1, n=2, m=12, rp=2 ---------> 0
t=0, n=3, m=12, rp=2 ---------> 1.04784e-309
t=1, n=3, m=12, rp=2 ---------> 0
t=0, n=4, m=12, rp=2 ---------> 1.04784e-309
t=1, n=4, m=12, rp=2 ---------> 0
t=0, n=5, m=12, rp=2 ---------> 1.04784e-309
t=1, n=5, m=12, rp=2 ---------> 0
t=0, n=6, m=12, rp=2 ---------> 1.04784e-309
t=1, n=6, m=12, rp=2 ---------> 0
t=0, n=7, m=12, rp=2 ---------> 1.04784e-309
t=1, n=7, m=12, rp=2 ---------> 0
t=0, n=8, m=12, rp=2 ---------> 1.04784e-309
t=1, n=8, m=12, rp=2 ---------> 0
t=0, n=9, m=12, rp=2 ---------> 1.04784e-309
t=1, n=9, m=12, rp=2 ---------> 0
t=0, n=10, m=12, rp=2 ---------> 1.04784e-309
t=1, n=10, m=12, rp=2 ---------> 0
t=0, n=11, m=12, rp=2 ---------> 1.04784e-309
t=1, n=11, m=12, rp=2 ---------> 0
t=0, n=12, m=12, rp=2 ---------> 1.04784e-309
t=1, n=12, m=12, rp=2 ---------> 0
t=0, n=13, m=12, rp=2 ---------> 1.04784e-309
t=1, n=13, m=12, rp=2 ---------> 0
t=0, n=14, m=12, rp=2 ---------> 1.04784e-309
t=1, n=14, m=12, rp=2 ---------> 0
t=0, n=15, m=12, rp=2 ---------> 1.04784e-309
t=1, n=15, m=12, rp=2 ---------> 0
t=0, n=16, m=12, rp=2 ---------> 1.04784e-309
t=1, n=16, m=12, rp=2 ---------> 0
t=0, n=17, m=12, rp=2 ---------> 1.04784e-309
t=1, n=17, m=12, rp=2 ---------> 0
t=0, n=18, m=12, rp=2 ---------> 1.04784e-309
t=1, n=18, m=12, rp=2 ---------> 0
t=0, n=19, m=12, rp=2 ---------> 1.04784e-309
t=1, n=19, m=12, rp=2 ---------> 0
t=0, n=20, m=12, rp=2 ---------> 1.04784e-309
t=1, n=20, m=12, rp=2 ---------> 0
t=0, n=21, m=12, rp=2 ---------> 1.04784e-309
t=1, n=21, m=12, rp=2 ---------> 0
t=0, n=22, m=12, rp=2 ---------> 0
t=1, n=22, m=12, rp=2 ---------> 0
t=0, n=23, m=12, rp=2 ---------> 1.04784e-309
t=1, n=23, m=12, rp=2 ---------> 0
t=0, n=24, m=12, rp=2 ---------> 1.04784e-309
t=1, n=24, m=12, rp=2 ---------> 0
t=0, n=25, m=12, rp=2 ---------> 1.04784e-309
t=1, n=25, m=12, rp=2 ---------> 0
t=0, n=26, m=12, rp=2 ---------> 1.04784e-309
t=1, n=26, m=12, rp=2 ---------> 0
t=0, n=27, m=12, rp=2 ---------> 1.04784e-309
t=1, n=27, m=12, rp=2 ---------> 0
t=0, n=28, m=12, rp=2 ---------> 1.04784e-309
t=1, n=28, m=12, rp=2 ---------> 0
t=0, n=29, m=12, rp=2 ---------> 1.04784e-309
t=1, n=29, m=12, rp=2 ---------> 0
t=0, n=30, m=12, rp=2 ---------> 1.04784e-309
t=1, n=30, m=12, rp=2 ---------> 0
t=0, n=31, m=12, rp=2 ---------> 1.04784e-309
t=1, n=31, m=12, rp=2 ---------> 0
t=0, n=32, m=12, rp=2 ---------> 1.04784e-309
t=1, n=32, m=12, rp=2 ---------> 0
t=0, n=33, m=12, rp=2 ---------> 1.04784e-309
t=1, n=33, m=12, rp=2 ---------> 0
t=0, n=34, m=12, rp=2 ---------> 1.04784e-309
t=1, n=34, m=12, rp=2 ---------> 0
t=0, n=35, m=12, rp=2 ---------> 1.04784e-309
t=1, n=35, m=12, rp=2 ---------> 0
t=0, n=36, m=12, rp=2 ---------> 1.04784e-309
t=1, n=36, m=12, rp=2 ---------> 0
t=0, n=37, m=12, rp=2 ---------> 1.04784e-309
t=1, n=37, m=12, rp=2 ---------> 0
t=0, n=38, m=12, rp=2 ---------> 1.04784e-309
t=1, n=38, m=12, rp=2 ---------> 0
t=0, n=39, m=12, rp=2 ---------> 1.04784e-309
t=1, n=39, m=12, rp=2 ---------> 0
t=0, n=40, m=12, rp=2 ---------> 1.04784e-309
t=1, n=40, m=12, rp=2 ---------> 0
t=0, n=41, m=12, rp=2 ---------> 1.04784e-309
t=1, n=41, m=12, rp=2 ---------> 0
t=0, n=42, m=12, rp=2 ---------> 1.04784e-309
t=1, n=42, m=12, rp=2 ---------> 0
t=0, n=43, m=12, rp=2 ---------> 1.04784e-309
t=1, n=43, m=12, rp=2 ---------> 0
t=0, n=44, m=12, rp=2 ---------> 4.39381e+09
t=1, n=44, m=12, rp=2 ---------> 2.63573e+10
t=0, n=45, m=12, rp=2 ---------> 2.39267e+10
t=1, n=45, m=12, rp=2 ---------> -1.03461e+10
t=0, n=0, m=13, rp=2 ---------> 1.04784e-309
t=1, n=0, m=13, rp=2 ---------> 0
t=0, n=1, m=13, rp=2 ---------> 1.04784e-309
t=1, n=1, m=13, rp=2 ---------> 0
t=0, n=2, m=13, rp=2 ---------> 1.04784e-309
t=1, n=2, m=13, rp=2 ---------> 0
t=0, n=3, m=13, rp=2 ---------> 1.04784e-309
t=1, n=3, m=13, rp=2 ---------> 0
t=0, n=4, m=13, rp=2 ---------> 1.04784e-309
t=1, n=4, m=13, rp=2 ---------> 0
t=0, n=5, m=13, rp=2 ---------> 1.04784e-309
t=1, n=5, m=13, rp=2 ---------> 0
t=0, n=6, m=13, rp=2 ---------> 1.04784e-309
t=1, n=6, m=13, rp=2 ---------> 0
t=0, n=7, m=13, rp=2 ---------> 1.04784e-309
t=1, n=7, m=13, rp=2 ---------> 0
t=0, n=8, m=13, rp=2 ---------> 1.04784e-309
t=1, n=8, m=13, rp=2 ---------> 0
t=0, n=9, m=13, rp=2 ---------> 1.04784e-309
t=1, n=9, m=13, rp=2 ---------> 0
t=0, n=10, m=13, rp=2 ---------> 1.04784e-309
t=1, n=10, m=13, rp=2 ---------> 0
t=0, n=11, m=13, rp=2 ---------> 1.04784e-309
t=1, n=11, m=13, rp=2 ---------> 0
t=0, n=12, m=13, rp=2 ---------> 1.04784e-309
t=1, n=12, m=13, rp=2 ---------> 0
t=0, n=13, m=13, rp=2 ---------> 1.04784e-309
t=1, n=13, m=13, rp=2 ---------> 0
t=0, n=14, m=13, rp=2 ---------> 1.04784e-309
t=1, n=14, m=13, rp=2 ---------> 0
t=0, n=15, m=13, rp=2 ---------> 1.04784e-309
t=1, n=15, m=13, rp=2 ---------> 0
t=0, n=16, m=13, rp=2 ---------> 1.04784e-309
t=1, n=16, m=13, rp=2 ---------> 0
t=0, n=17, m=13, rp=2 ---------> 1.04784e-309
t=1, n=17, m=13, rp=2 ---------> 0
t=0, n=18, m=13, rp=2 ---------> 1.04784e-309
t=1, n=18, m=13, rp=2 ---------> 0
t=0, n=19, m=13, rp=2 ---------> 1.04784e-309
t=1, n=19, m=13, rp=2 ---------> 0
t=0, n=20, m=13, rp=2 ---------> 1.04784e-309
t=1, n=20, m=13, rp=2 ---------> 0
t=0, n=21, m=13, rp=2 ---------> 1.04784e-309
t=1, n=21, m=13, rp=2 ---------> 0
t=0, n=22, m=13, rp=2 ---------> 0
t=1, n=22, m=13, rp=2 ---------> 0
t=0, n=23, m=13, rp=2 ---------> 1.04784e-309
t=1, n=23, m=13, rp=2 ---------> 0
t=0, n=24, m=13, rp=2 ---------> 1.04784e-309
t=1, n=24, m=13, rp=2 ---------> 0
t=0, n=25, m=13, rp=2 ---------> 1.04784e-309
t=1, n=25, m=13, rp=2 ---------> 0
t=0, n=26, m=13, rp=2 ---------> 1.04784e-309
t=1, n=26, m=13, rp=2 ---------> 0
t=0, n=27, m=13, rp=2 ---------> 1.04784e-309
t=1, n=27, m=13, rp=2 ---------> 0
t=0, n=28, m=13, rp=2 ---------> 1.04784e-309
t=1, n=28, m=13, rp=2 ---------> 0
t=0, n=29, m=13, rp=2 ---------> 1.04784e-309
t=1, n=29, m=13, rp=2 ---------> 0
t=0, n=30, m=13, rp=2 ---------> 1.04784e-309
t=1, n=30, m=13, rp=2 ---------> 0
t=0, n=31, m=13, rp=2 ---------> 1.04784e-309
t=1, n=31, m=13, rp=2 ---------> 0
t=0, n=32, m=13, rp=2 ---------> 1.04784e-309
t=1, n=32, m=13, rp=2 ---------> 0
t=0, n=33, m=13, rp=2 ---------> 1.04784e-309
t=1, n=33, m=13, rp=2 ---------> 0
t=0, n=34, m=13, rp=2 ---------> 1.04784e-309
t=1, n=34, m=13, rp=2 ---------> 0
t=0, n=35, m=13, rp=2 ---------> 1.04784e-309
t=1, n=35, m=13, rp=2 ---------> 0
t=0, n=36, m=13, rp=2 ---------> 1.04784e-309
t=1, n=36, m=13, rp=2 ---------> 0
t=0, n=37, m=13, rp=2 ---------> 1.04784e-309
t=1, n=37, m=13, rp=2 ---------> 0
t=0, n=38, m=13, rp=2 ---------> 1.04784e-309
t=1, n=38, m=13, rp=2 ---------> 0
t=0, n=39, m=13, rp=2 ---------> 1.04784e-309
t=1, n=39, m=13, rp=2 ---------> 0
t=0, n=40, m=13, rp=2 ---------> 1.04784e-309
t=1, n=40, m=13, rp=2 ---------> 0
t=0, n=41, m=13, rp=2 ---------> 1.04784e-309
t=1, n=41, m=13, rp=2 ---------> 0
t=0, n=42, m=13, rp=2 ---------> 1.04784e-309
t=1, n=42, m=13, rp=2 ---------> 0
t=0, n=43, m=13, rp=2 ---------> 1.04784e-309
t=1, n=43, m=13, rp=2 ---------> 0
t=0, n=44, m=13, rp=2 ---------> -3.66987e+10
t=1, n=44, m=13, rp=2 ---------> 1.87637e+10
t=0, n=45, m=13, rp=2 ---------> -1.08171e+10
t=1, n=45, m=13, rp=2 ---------> -2.24347e+10
t=0, n=0, m=14, rp=2 ---------> 1.04784e-309
t=1, n=0, m=14, rp=2 ---------> 0
t=0, n=1, m=14, rp=2 ---------> 1.04784e-309
t=1, n=1, m=14, rp=2 ---------> 0
t=0, n=2, m=14, rp=2 ---------> 1.04784e-309
t=1, n=2, m=14, rp=2 ---------> 0
t=0, n=3, m=14, rp=2 ---------> 1.04784e-309
t=1, n=3, m=14, rp=2 ---------> 0
t=0, n=4, m=14, rp=2 ---------> 1.04784e-309
t=1, n=4, m=14, rp=2 ---------> 0
t=0, n=5, m=14, rp=2 ---------> 1.04784e-309
t=1, n=5, m=14, rp=2 ---------> 0
t=0, n=6, m=14, rp=2 ---------> 1.04784e-309
t=1, n=6, m=14, rp=2 ---------> 0
t=0, n=7, m=14, rp=2 ---------> 1.04784e-309
t=1, n=7, m=14, rp=2 ---------> 0
t=0, n=8, m=14, rp=2 ---------> 1.04784e-309
t=1, n=8, m=14, rp=2 ---------> 0
t=0, n=9, m=14, rp=2 ---------> 1.04784e-309
t=1, n=9, m=14, rp=2 ---------> 0
t=0, n=10, m=14, rp=2 ---------> 1.04784e-309
t=1, n=10, m=14, rp=2 ---------> 0
t=0, n=11, m=14, rp=2 ---------> 1.04784e-309
t=1, n=11, m=14, rp=2 ---------> 0
t=0, n=12, m=14, rp=2 ---------> 1.04784e-309
t=1, n=12, m=14, rp=2 ---------> 0
t=0, n=13, m=14, rp=2 ---------> 1.04784e-309
t=1, n=13, m=14, rp=2 ---------> 0
t=0, n=14, m=14, rp=2 ---------> 1.04784e-309
t=1, n=14, m=14, rp=2 ---------> 0
t=0, n=15, m=14, rp=2 ---------> 1.04784e-309
t=1, n=15, m=14, rp=2 ---------> 0
t=0, n=16, m=14, rp=2 ---------> 1.04784e-309
t=1, n=16, m=14, rp=2 ---------> 0
t=0, n=17, m=14, rp=2 ---------> 1.04784e-309
t=1, n=17, m=14, rp=2 ---------> 0
t=0, n=18, m=14, rp=2 ---------> 1.04784e-309
t=1, n=18, m=14, rp=2 ---------> 0
t=0, n=19, m=14, rp=2 ---------> 1.04784e-309
t=1, n=19, m=14, rp=2 ---------> 0
t=0, n=20, m=14, rp=2 ---------> 1.04784e-309
t=1, n=20, m=14, rp=2 ---------> 0
t=0, n=21, m=14, rp=2 ---------> 1.04784e-309
t=1, n=21, m=14, rp=2 ---------> 0
t=0, n=22, m=14, rp=2 ---------> 0
t=1, n=22, m=14, rp=2 ---------> 0
t=0, n=23, m=14, rp=2 ---------> 1.04784e-309
t=1, n=23, m=14, rp=2 ---------> 0
t=0, n=24, m=14, rp=2 ---------> 1.04784e-309
t=1, n=24, m=14, rp=2 ---------> 0
t=0, n=25, m=14, rp=2 ---------> 1.04784e-309
t=1, n=25, m=14, rp=2 ---------> 0
t=0, n=26, m=14, rp=2 ---------> 1.04784e-309
t=1, n=26, m=14, rp=2 ---------> 0
t=0, n=27, m=14, rp=2 ---------> 1.04784e-309
t=1, n=27, m=14, rp=2 ---------> 0
t=0, n=28, m=14, rp=2 ---------> 1.04784e-309
t=1, n=28, m=14, rp=2 ---------> 0
t=0, n=29, m=14, rp=2 ---------> 1.04784e-309
t=1, n=29, m=14, rp=2 ---------> 0
t=0, n=30, m=14, rp=2 ---------> 1.04784e-309
t=1, n=30, m=14, rp=2 ---------> 0
t=0, n=31, m=14, rp=2 ---------> 1.04784e-309
t=1, n=31, m=14, rp=2 ---------> 0
t=0, n=32, m=14, rp=2 ---------> 1.04784e-309
t=1, n=32, m=14, rp=2 ---------> 0
t=0, n=33, m=14, rp=2 ---------> 1.04784e-309
t=1, n=33, m=14, rp=2 ---------> 0
t=0, n=34, m=14, rp=2 ---------> 1.04784e-309
t=1, n=34, m=14, rp=2 ---------> 0
t=0, n=35, m=14, rp=2 ---------> 1.04784e-309
t=1, n=35, m=14, rp=2 ---------> 0
t=0, n=36, m=14, rp=2 ---------> 1.04784e-309
t=1, n=36, m=14, rp=2 ---------> 0
t=0, n=37, m=14, rp=2 ---------> 1.04784e-309
